ID,ano_nascimento,nivel_educacao,estado_civil,renda_mensal,num_filhos_pequenos,num_filhos_adolescentes,num_dias_primeira_compra,num_dias_ultima_compra,gasto_vinho_ult_2anos,gasto_prod_frutas_ult_2anos,gasto_prod_carne_ult_2anos,gasto_prod_peixe_ult_2anos,gasto_prod_doces_ulti_2anos,qtde_compras_desconto,qtde_compras_web_restaurante,qtde_compras_catalogo,qtde_compras_loja,qtde_vistas_web_ult_mes,aceitou_qtde_oferta,reclamou_ult_2anos
8524,1974,doutorado,divorciado,"9589,85",1,0,649,15,40,3,30,10,7,3,3,0,3,9,1,0
35,1987,graduado,casado,"9603,38",1,0,659,35,32,1,64,16,12,3,2,2,3,6,1,0
11086,1984,ensino_medio,solteiro,"9664,29",1,0,162,18,1,6,2,3,6,1,1,0,3,7,0,0
8082,1971,graduado,casado,"9669,55",1,0,404,75,1,3,6,3,6,1,1,1,2,7,1,0
7034,1978,pos,casado,"9700,75",1,0,301,34,8,7,9,13,6,2,2,0,3,8,0,0
6147,1971,graduado,divorciado,"9706,02",1,0,619,51,5,2,8,2,2,1,0,1,2,7,0,0
1715,1978,graduado,vive_junto,"9718,42",1,0,503,45,9,4,18,7,5,2,2,0,3,7,0,0
606,1967,graduado,solteiro,"9748,12",1,1,262,87,6,1,2,2,0,1,1,0,2,7,0,0
5740,1970,pos,divorciado,"9759,02",1,1,500,1,4,2,12,7,5,2,1,2,2,6,1,0
1777,1980,ensino_medio,casado,"9761,28",0,0,660,29,2,2,11,41,7,1,2,0,3,8,0,0
1321,1974,graduado,casado,"9799,62",1,0,237,49,22,2,18,0,2,3,3,0,3,8,0,0
3152,1957,graduado,vive_junto,"9808,65",1,1,124,84,15,10,19,8,17,3,2,1,3,5,0,0
11188,1957,graduado,vive_junto,"9808,65",1,1,124,84,15,10,19,8,17,3,2,1,3,5,0,0
10203,1990,graduado,solteiro,"9810,15",1,0,364,77,11,7,9,3,1,1,1,0,3,7,0,0
8477,1956,graduado,divorciado,"9830,83",2,1,475,61,5,1,13,3,5,1,1,0,3,7,0,0
6919,1978,pos,casado,"9858,65",1,0,390,39,4,7,15,13,9,3,2,1,3,6,0,0
1176,1973,graduado,casado,"9860,15",1,0,280,50,2,6,4,3,1,1,1,0,2,8,0,0
2157,1972,graduado,vive_junto,"9883,46",1,1,533,49,15,8,16,11,5,4,2,0,4,6,0,0
2261,1969,graduado,casado,"9888,72",1,0,371,5,4,1,5,2,0,1,1,0,2,7,0,0
10401,1976,pos,vive_junto,"9896,99",0,0,298,12,1,0,5,0,3,1,0,0,3,3,0,1
11187,1978,ensino_medio,solteiro,"9957,52",1,0,405,23,2,8,10,12,14,3,2,1,3,5,0,0
2227,1958,pos,vive_junto,"9958,65",0,0,645,92,45,47,52,21,20,2,3,1,5,6,0,0
946,1958,pos,vive_junto,"9958,65",0,0,645,92,45,47,52,21,20,2,3,1,5,6,0,0
2868,1949,doutorado,solteiro,"9969,17",1,1,447,33,20,1,28,3,3,3,2,0,3,8,1,0
10525,1986,graduado,solteiro,"9990,98",1,0,624,40,10,0,8,0,0,1,1,0,2,9,2,0
3286,1967,doutorado,divorciado,"10015,79",1,0,120,71,13,2,15,2,2,2,2,0,3,6,0,0
6182,1984,graduado,vive_junto,"10017,29",1,0,139,26,11,4,20,10,3,2,2,0,4,6,0,0
6961,1974,graduado,casado,"10056,77",2,0,38,26,1,1,5,0,3,1,1,0,2,8,0,0
2589,1972,graduado,divorciado,"10059,77",1,0,142,65,25,3,16,8,5,2,2,1,3,6,0,0
8080,1986,graduado,solteiro,"10081,2",0,0,681,50,5,1,6,3,4,1,0,0,3,4,0,0
8036,1971,pos,vive_junto,"10093,98",1,1,72,10,31,1,13,7,2,4,2,1,4,4,0,0
9960,1991,ensino_medio,solteiro,"10100,75",1,0,60,52,0,0,1,8,3,1,1,0,2,7,0,0
2964,1981,graduado,casado,"10102,26",0,0,256,0,3,10,8,3,16,1,1,1,2,6,0,0
7930,1969,mestrado,solteiro,"10104,14",0,0,314,74,101,13,76,20,18,2,3,1,6,6,0,0
10390,1959,pos,casado,"10107,89",0,1,504,27,6,7,4,3,4,1,1,0,3,6,0,0
577,1976,pos,vive_junto,"10115,41",1,1,313,10,9,1,7,0,3,2,1,0,3,7,0,0
8702,1976,pos,vive_junto,"10115,41",1,1,313,10,9,1,7,0,3,2,1,0,3,7,0,0
9392,1971,graduado,solteiro,"10133,08",1,0,52,17,4,1,11,0,0,1,1,0,2,7,0,0
5043,1951,ensino_medio,casado,"10149,25",0,0,601,89,7,23,78,133,49,2,4,2,5,7,0,0
6609,1966,graduado,viuvo,"10164,66",0,0,649,64,1,26,25,17,23,1,3,0,3,9,1,0
7419,1968,mestrado,divorciado,"10177,07",1,0,67,90,8,3,19,0,2,2,2,0,3,6,0,0
5731,1983,mestrado,casado,"10187,97",1,0,450,64,12,0,13,2,0,1,1,0,3,7,0,0
7152,1983,mestrado,casado,"10187,97",1,0,450,64,12,0,13,2,0,1,1,0,3,7,0,0
11092,1961,graduado,casado,"10193,98",1,1,119,78,12,1,21,2,2,2,2,0,3,7,0,0
2256,1973,mestrado,casado,"10210,15",1,1,92,33,17,0,3,0,0,2,1,0,3,6,0,0
8135,1986,mestrado,casado,"10210,9",1,0,244,41,7,4,23,7,0,1,1,0,3,7,0,0
8234,1973,ensino_medio,vive_junto,"10221,8",1,0,318,13,1,6,7,0,1,1,1,0,2,8,2,0
9135,1950,graduado,vive_junto,"10226,69",1,1,692,92,13,2,21,4,0,2,1,1,2,8,0,0
3645,1972,doutorado,solteiro,"10230,45",1,0,668,19,19,3,26,10,9,3,2,0,4,8,1,0
6642,1961,graduado,divorciado,"10231,2",2,1,522,50,30,5,22,8,9,4,2,1,4,6,0,0
6197,1962,doutorado,solteiro,"10239,85",1,1,435,39,37,0,17,0,0,3,3,0,3,9,0,0
3887,1970,graduado,solteiro,"10241,35",1,0,595,2,3,17,26,20,1,2,2,0,3,9,1,0
4832,1979,graduado,casado,"10242,11",1,0,114,84,6,5,17,3,24,2,2,2,2,7,0,0
3896,1984,graduado,casado,"10246,24",1,0,234,3,22,1,11,0,1,1,1,0,3,7,0,0
6878,1954,graduado,viuvo,"10308,65",0,0,564,14,43,12,96,78,40,3,4,1,6,7,0,0
5123,1951,mestrado,casado,"10319,55",0,0,440,57,37,12,23,8,11,1,2,1,3,7,0,0
7990,1947,graduado,casado,"10326,69",0,0,696,2,9,1,2,3,2,1,0,0,3,6,0,0
1170,1975,graduado,casado,"10365,79",1,0,461,45,50,15,110,39,15,4,5,1,4,8,0,0
1109,1982,mestrado,vive_junto,"10372,18",1,0,432,38,6,0,5,0,0,1,1,0,2,7,0,0
1291,1978,doutorado,vive_junto,"10407,14",1,0,694,90,152,9,121,12,12,4,6,2,4,8,0,0
87,1981,pos,casado,"10425,94",1,0,307,16,0,7,5,26,2,2,2,0,3,7,0,0
4643,1973,graduado,casado,"10452,26",1,0,672,40,8,26,46,38,9,2,3,0,4,8,0,0
6958,1977,mestrado,casado,"10484,59",1,0,359,42,14,0,4,0,0,1,1,1,2,6,0,0
7574,1979,doutorado,vive_junto,"10496,99",1,0,50,80,11,0,13,2,4,1,2,0,3,4,0,0
7437,1988,graduado,solteiro,"10503,01",1,0,62,31,13,0,8,2,1,1,1,0,4,3,0,0
10598,1967,graduado,vive_junto,"10504,89",1,1,440,89,12,1,16,4,1,3,2,0,3,8,0,0
9503,1980,graduado,solteiro,"10553,01",0,0,669,65,39,33,130,41,26,2,5,1,5,8,0,0
5074,1986,mestrado,casado,"10553,38",1,0,356,10,30,0,10,2,0,1,1,0,3,7,0,0
7998,1958,graduado,vive_junto,"10559,02",1,1,565,77,53,8,17,13,0,3,2,2,2,7,0,0
2428,1970,graduado,casado,"10587,97",1,0,421,23,3,18,26,11,8,3,2,0,4,7,0,0
2563,1961,ensino_medio,casado,"10619,92",0,0,14,80,1,9,7,2,14,1,2,0,3,6,0,0
8312,1961,ensino_medio,casado,"10619,92",0,0,14,80,1,9,7,2,14,1,2,0,3,6,0,0
5138,1950,graduado,vive_junto,"10646,62",0,1,531,68,19,1,14,3,2,1,1,0,3,8,0,0
1050,1952,graduado,casado,"10651,13",0,0,60,58,14,10,13,4,15,1,2,1,4,2,0,0
5423,1983,graduado,vive_junto,"10661,28",1,0,245,35,6,0,5,2,1,1,1,0,2,7,0,0
10250,1947,ensino_medio,vive_junto,"10672,56",0,0,586,49,1,5,3,7,4,1,1,0,2,7,0,0
10757,1967,doutorado,divorciado,"10684,21",1,0,187,36,4,2,5,2,0,1,1,0,2,6,0,0
1502,1983,graduado,vive_junto,"10686,84",1,0,465,67,18,3,19,3,3,2,2,0,3,8,0,0
736,1983,graduado,vive_junto,"10686,84",1,0,465,67,18,3,19,3,3,2,2,0,3,8,0,0
2445,1974,doutorado,vive_junto,"10691,73",1,0,357,87,38,1,24,0,0,1,2,0,3,8,0,0
2958,1978,graduado,casado,"10692,48",2,0,125,53,19,3,10,11,8,3,2,1,4,4,0,0
3921,1952,pos,viuvo,"10698,12",0,0,609,96,24,1,108,29,29,1,4,1,4,8,0,0
2918,1981,graduado,divorciado,"10718,05",1,1,442,72,44,5,19,0,4,3,2,0,4,5,0,0
10691,1960,mestrado,casado,"10721,8",1,1,380,55,11,0,10,0,2,1,1,1,2,6,0,0
8724,1982,graduado,solteiro,"10739,47",1,0,377,57,11,3,22,2,2,2,2,0,3,6,0,0
9829,1978,graduado,vive_junto,"10746,99",1,0,137,42,22,4,17,12,10,3,2,0,4,6,0,0
3706,1978,graduado,solteiro,"10769,55",1,0,312,54,19,8,29,0,12,1,2,2,2,7,2,0
5012,1989,graduado,casado,"10786,09",1,0,360,56,5,4,13,8,0,1,1,0,3,8,0,0
6918,1989,graduado,casado,"10786,09",1,0,360,56,5,4,13,8,0,1,1,0,3,8,0,0
6460,1982,graduado,casado,"10796,24",1,0,351,78,12,4,6,11,8,2,2,0,3,8,0,0
9725,1966,doutorado,vive_junto,"10813,53",1,1,24,16,8,0,3,0,0,1,1,0,2,8,1,0
5063,1977,graduado,solteiro,"10815,41",1,0,558,76,41,5,129,10,3,3,4,1,4,9,0,0
231,1956,mestrado,vive_junto,"10841,73",1,1,110,86,24,0,7,0,0,2,2,0,3,5,0,0
164,1977,doutorado,casado,"10892,11",0,0,624,59,206,0,46,3,2,2,5,1,5,8,0,0
8416,1981,graduado,casado,"10905,64",1,0,212,19,6,6,15,10,5,2,2,0,3,6,0,0
6728,1985,graduado,vive_junto,"10940,98",1,0,671,38,16,0,17,6,3,2,1,0,3,9,0,0
11007,1968,doutorado,casado,"10972,56",1,0,416,43,26,0,6,0,0,1,1,0,3,8,0,0
6859,1987,graduado,solteiro,"10990,98",1,0,264,30,37,4,24,16,9,2,4,0,3,9,0,0
891,1951,mestrado,vive_junto,"11014,29",1,1,295,60,6,0,2,2,0,1,1,0,2,5,0,0
6336,1960,graduado,casado,"11020,68",1,1,84,55,13,2,14,8,7,4,2,0,4,6,0,0
2715,1966,mestrado,divorciado,"11065,79",1,1,692,11,70,3,37,4,2,4,3,2,2,9,1,0
5268,1960,graduado,casado,"11067,67",1,1,322,95,17,8,14,10,4,2,1,0,4,7,0,0
8514,1976,graduado,vive_junto,"11081,95",1,0,163,59,8,0,7,3,1,1,1,0,3,6,0,0
7007,1968,mestrado,casado,"11106,39",2,0,89,47,17,3,18,3,4,2,3,1,2,7,0,0
2557,1970,mestrado,solteiro,"11108,27",1,0,304,52,7,1,6,3,1,1,1,1,2,4,1,0
5176,1988,graduado,vive_junto,"11129,32",1,0,203,88,7,6,13,7,6,1,1,0,3,9,1,0
10451,1965,graduado,vive_junto,"11154,89",1,1,474,6,9,1,3,0,4,1,0,0,3,6,0,0
4198,1965,graduado,vive_junto,"11154,89",1,1,474,6,9,1,3,0,4,1,0,0,3,6,0,0
1818,1971,doutorado,vive_junto,"11177,44",1,0,96,23,25,0,8,0,1,1,2,0,2,9,0,0
3332,1985,graduado,solteiro,"11187,97",1,0,669,87,64,4,68,7,5,4,3,1,4,8,0,0
7433,1985,graduado,solteiro,"11187,97",1,0,669,87,64,4,68,7,5,4,3,1,4,8,0,0
2587,1972,doutorado,casado,"11199,62",1,0,45,21,14,0,6,0,0,2,2,0,3,5,0,0
2337,1971,graduado,divorciado,"11210,15",1,0,248,77,9,1,24,2,1,3,3,0,3,6,0,0
6340,1985,graduado,solteiro,"11254,89",1,0,245,52,3,3,7,0,2,2,1,0,3,6,0,0
7786,1986,doutorado,solteiro,"11277,82",1,0,501,22,68,7,59,10,5,4,3,1,4,8,0,0
498,1970,graduado,solteiro,"11283,83",1,0,147,28,25,0,22,2,3,2,1,0,4,5,0,0
4444,1972,graduado,casado,"11286,84",1,0,97,28,11,0,16,7,6,1,2,0,3,8,0,0
10277,1961,graduado,solteiro,"11308,65",0,1,493,27,36,0,2,0,0,1,1,0,3,7,0,0
10595,1990,graduado,casado,"11313,16",0,0,356,19,2,6,28,13,4,1,2,0,3,7,0,0
7516,1983,graduado,casado,"11314,29",1,0,38,30,5,3,11,12,5,1,2,0,3,6,0,0
3129,1983,graduado,casado,"11314,29",1,0,38,30,5,3,11,12,5,1,2,0,3,6,0,0
1710,1978,graduado,solteiro,"11341,35",1,0,479,51,154,20,66,0,12,7,6,1,4,9,0,0
2375,1972,graduado,vive_junto,"11376,32",1,2,642,75,8,0,5,0,3,1,0,0,3,8,0,0
4459,1989,graduado,solteiro,"11383,08",1,0,546,13,10,4,14,4,4,1,1,0,3,8,0,0
10642,1989,graduado,solteiro,"11383,08",1,0,546,13,10,4,14,4,4,1,1,0,3,8,0,0
7679,1985,doutorado,solteiro,"11390,23",0,0,41,48,6,3,12,6,1,1,1,1,3,3,0,0
4855,1974,doutorado,vive_junto,"11410,15",1,0,388,19,14,0,24,3,3,1,3,0,2,9,1,0
5049,1974,doutorado,vive_junto,"11410,15",1,0,388,19,14,0,24,3,3,1,3,0,2,9,0,0
7181,1977,graduado,casado,"11416,54",0,1,234,97,35,0,13,2,0,2,2,0,3,8,0,0
8842,1971,graduado,viuvo,"11418,05",1,1,551,33,15,0,12,7,3,3,2,0,3,7,0,0
2154,1971,graduado,viuvo,"11418,05",1,1,551,33,15,0,12,7,3,3,2,0,3,7,0,0
6365,1987,pos,casado,"11424,81",0,0,300,5,10,12,12,25,1,1,2,0,3,6,0,0
8341,1969,doutorado,casado,"11427,07",1,0,60,22,15,0,6,0,1,2,1,1,2,7,2,0
4290,1972,graduado,casado,"11453,76",1,0,102,8,1,3,8,2,5,1,1,0,2,7,0,0
10796,1984,mestrado,casado,"11457,52",1,0,158,16,47,1,6,0,0,1,1,1,3,6,0,0
615,1960,graduado,vive_junto,"11468,8",0,0,475,29,65,36,74,38,20,1,5,1,4,7,0,0
10862,1960,mestrado,casado,"11474,44",0,1,681,6,179,8,83,19,11,5,1,2,9,2,0,0
2795,1958,mestrado,solteiro,"11474,81",2,1,363,0,5,0,3,0,0,1,1,0,2,7,0,0
8486,1971,mestrado,vive_junto,"11480,45",1,0,636,27,284,0,52,8,3,4,9,0,4,10,0,0
2447,1979,graduado,vive_junto,"11483,08",1,0,620,71,4,12,15,19,7,2,2,0,3,7,0,0
2814,1976,mestrado,vive_junto,"11488,72",1,0,367,6,9,1,5,4,5,1,1,0,3,7,0,0
2711,1976,mestrado,vive_junto,"11488,72",1,0,367,6,9,1,5,4,5,1,1,0,3,7,0,0
3696,1965,graduado,divorciado,"11515,04",1,1,153,67,27,1,12,2,0,2,2,0,3,7,0,0
9974,1974,graduado,casado,"11515,41",1,0,352,75,15,6,20,4,5,1,3,1,2,7,0,0
4099,1972,graduado,casado,"11531,95",1,0,594,14,10,2,16,11,2,1,1,0,3,8,0,0
9076,1980,doutorado,casado,"11553,38",1,0,540,44,155,1,25,0,1,4,4,1,4,8,0,0
5234,1967,pos,vive_junto,"11561,28",1,1,353,85,12,5,25,0,9,2,1,1,3,5,0,0
2986,1976,graduado,casado,"11568,42",1,1,109,89,7,2,4,2,1,1,1,0,2,6,0,0
2457,1975,ensino_medio,casado,"11579,32",0,1,611,23,8,4,5,15,2,2,1,0,3,7,0,0
1517,1969,graduado,solteiro,"11587,22",1,0,380,92,3,9,13,2,12,1,1,0,3,7,0,0
6507,1980,graduado,solteiro,"11589,47",1,0,268,16,16,11,15,2,0,2,1,1,4,3,0,0
113,1951,graduado,casado,"11591,35",1,1,348,33,11,0,7,3,1,2,1,0,3,5,0,0
7186,1966,doutorado,vive_junto,"11595,11",1,1,34,43,24,0,2,0,0,2,1,1,2,5,1,0
5304,1974,doutorado,solteiro,"11616,17",1,0,624,35,24,0,8,0,0,2,1,0,3,6,0,0
5636,1963,graduado,solteiro,"11647,74",0,0,597,50,51,4,50,12,1,1,4,0,3,8,1,0
7386,1976,graduado,divorciado,"11651,13",1,0,433,83,17,0,14,7,3,1,1,0,3,7,0,0
3006,1976,graduado,divorciado,"11651,13",1,0,433,83,17,0,14,7,3,1,1,0,3,7,0,0
5263,1977,pos,casado,"11675,19",1,0,523,99,5,10,13,3,8,1,1,0,3,8,0,0
922,1979,pos,casado,"11686,47",1,1,421,79,16,2,11,3,0,2,1,1,2,8,1,0
3537,1981,graduado,vive_junto,"11687,59",1,0,681,57,31,3,31,2,8,3,3,0,4,8,0,0
5790,1985,graduado,casado,"11713,53",1,0,518,62,25,6,16,20,0,2,2,0,3,8,0,0
10236,1975,mestrado,solteiro,"11714,29",1,0,286,59,16,3,25,6,1,2,2,0,3,8,0,0
10033,1973,pos,divorciado,"11715,41",1,0,136,54,2,3,10,11,2,1,1,0,3,6,0,0
5751,1973,pos,divorciado,"11715,41",1,0,136,54,2,3,10,11,2,1,1,0,3,6,0,0
7224,1977,graduado,casado,"11786,84",1,1,182,24,10,0,10,3,1,2,1,1,2,8,0,0
6215,1977,graduado,casado,"11786,84",1,1,182,24,10,0,10,3,1,2,1,1,2,8,1,0
10913,1984,mestrado,solteiro,"11798,87",1,0,571,56,3,2,12,0,1,1,1,0,2,8,2,0
2488,1956,pos,divorciado,"11802,63",1,1,463,80,23,1,25,0,8,4,2,1,3,6,0,0
8147,1960,graduado,casado,"11824,81",1,1,358,40,28,0,11,0,0,3,2,0,3,8,0,0
4088,1962,doutorado,vive_junto,"11840,98",0,1,570,22,108,1,28,13,1,2,3,1,4,8,0,0
4971,1962,doutorado,vive_junto,"11840,98",0,1,570,22,108,1,28,13,1,2,3,1,4,8,0,0
5623,1980,mestrado,casado,"11855,26",1,0,276,95,15,4,13,0,0,1,1,1,2,7,1,0
9706,1974,doutorado,solteiro,"11864,66",1,0,370,98,62,1,20,4,0,2,2,1,3,8,0,0
10219,1972,graduado,vive_junto,"11875,94",1,0,376,40,6,2,15,6,6,1,1,0,3,8,0,0
4713,1979,doutorado,casado,"11881,58",1,0,584,15,74,0,42,2,1,2,2,1,4,7,0,0
4432,1976,graduado,divorciado,"11885,34",1,0,470,82,2,3,20,6,11,2,2,0,3,7,0,0
7573,1978,doutorado,solteiro,"11889,47",1,0,415,12,39,1,9,2,1,1,2,1,2,7,2,0
6941,1971,graduado,solteiro,"11891,73",0,0,350,92,17,8,12,11,15,1,2,1,2,7,0,0
7411,1964,doutorado,casado,"11912,03",1,1,24,31,11,0,5,0,0,2,1,0,3,6,0,0
10500,1984,graduado,casado,"11940,23",1,0,85,96,19,1,20,16,14,2,3,0,4,5,0,0
5726,1983,mestrado,solteiro,"11950,38",1,0,101,15,16,7,23,0,8,3,3,0,4,5,0,1
1928,1973,graduado,casado,"11960,15",1,0,505,73,35,3,20,4,1,2,2,0,3,9,1,0
4037,1976,graduado,divorciado,"11977,07",1,0,380,77,3,1,3,8,0,1,1,0,2,7,0,0
3878,1980,pos,solteiro,"11977,07",1,0,122,3,3,4,7,15,8,1,1,0,3,7,0,0
2546,1977,pos,solteiro,"11984,21",0,1,7,7,23,4,5,10,5,1,1,0,4,3,0,0
9213,1970,graduado,viuvo,"11984,96",1,0,606,13,4,1,5,2,0,1,1,0,2,8,0,0
1362,1972,graduado,solteiro,"11995,11",0,0,482,75,33,87,64,175,16,1,6,1,6,7,0,0
6678,1989,graduado,vive_junto,"12003,01",1,0,93,5,33,4,24,4,2,2,3,0,4,7,0,0
5455,1971,doutorado,casado,"12034,21",1,0,311,89,99,0,15,2,1,3,2,1,4,7,0,0
4333,1954,graduado,vive_junto,"12084,21",1,1,98,76,41,0,10,0,0,4,2,1,3,7,1,0
8933,1983,pos,casado,"12084,96",1,0,48,16,26,3,23,4,7,2,2,0,4,6,0,0
10175,1958,doutorado,divorciado,"12095,11",0,1,332,0,18,0,2,0,0,1,1,0,3,4,0,0
4376,1960,pos,solteiro,"12112,03",0,0,134,27,10,24,15,13,1,1,2,1,3,7,2,0
8346,1974,graduado,solteiro,"12117,67",1,0,679,26,138,15,35,25,11,2,6,2,2,9,2,0
3158,1973,graduado,casado,"12142,86",1,0,542,1,13,3,6,6,5,1,1,0,3,8,0,0
5823,1970,doutorado,solteiro,"12143,98",0,1,113,63,35,0,2,0,0,2,1,0,4,5,0,0
9576,1982,doutorado,vive_junto,"12147,74",1,0,503,60,86,4,56,2,4,3,4,0,4,9,0,0
9262,1984,pos,vive_junto,"12185,71",0,0,360,11,20,6,5,0,9,1,1,0,3,7,1,0
1386,1967,graduado,vive_junto,"12208,27",1,1,49,0,10,0,1,0,0,1,1,0,2,7,0,0
6205,1967,mestrado,solteiro,"12239,47",1,0,125,13,34,3,29,0,4,3,2,1,3,5,1,0
8566,1961,doutorado,vive_junto,"12249,25",1,1,14,10,5,0,3,0,0,1,1,0,2,7,0,0
5117,1963,pos,casado,"12267,67",0,0,696,32,63,151,137,153,19,2,4,4,8,5,0,0
5370,1973,doutorado,casado,"12272,18",1,0,529,38,239,3,141,0,7,4,7,1,6,8,1,0
6875,1965,doutorado,vive_junto,"12303,38",0,0,670,38,167,13,180,86,13,2,7,3,5,8,0,0
9423,1979,mestrado,casado,"12317,67",1,0,126,49,13,3,17,7,3,2,2,0,4,5,0,0
626,1951,graduado,casado,"12357,52",1,1,477,28,22,2,12,0,2,1,1,0,3,4,0,0
2258,1986,graduado,casado,"12360,9",1,0,572,76,8,4,15,7,6,1,1,0,3,8,0,0
4227,1968,mestrado,vive_junto,"12364,29",1,1,296,78,28,0,13,4,2,3,2,1,3,5,0,0
6383,1971,doutorado,vive_junto,"12365,41",1,0,35,78,26,0,15,2,1,2,3,0,3,8,0,0
10536,1971,doutorado,vive_junto,"12365,41",1,0,35,78,26,0,15,2,1,2,3,0,3,8,0,0
6885,1977,graduado,divorciado,"12387,97",1,0,210,36,38,0,12,3,1,1,2,0,3,7,0,0
7685,1978,graduado,casado,"12420,68",1,0,293,4,30,8,12,8,8,1,2,0,4,5,0,0
6310,1978,graduado,casado,"12420,68",1,0,293,4,30,8,12,8,8,1,2,0,4,5,0,0
3766,1959,mestrado,viuvo,"12425,19",0,0,682,15,100,71,243,108,94,3,9,1,8,9,1,0
5985,1965,mestrado,solteiro,"12469,17",0,1,624,0,80,1,37,0,1,3,2,1,4,7,0,0
6424,1977,graduado,vive_junto,"12472,93",1,0,150,9,12,6,2,11,2,1,1,0,3,4,0,0
11030,1976,mestrado,casado,"12474,06",1,0,177,90,9,0,3,0,0,1,1,0,2,6,1,0
2815,1975,graduado,casado,"12474,81",1,0,125,46,7,5,39,17,15,2,4,0,3,7,0,0
8230,1980,graduado,casado,"12491,73",1,0,157,28,22,2,31,7,4,1,2,0,3,7,0,0
10680,1986,graduado,vive_junto,"12494,36",1,0,144,71,45,0,16,2,1,1,3,0,3,7,0,0
1388,1975,graduado,solteiro,"12499,62",1,0,494,11,6,10,21,19,14,2,2,1,3,6,0,0
979,1975,graduado,solteiro,"12499,62",1,0,494,11,6,10,21,19,14,2,2,1,3,6,0,0
6679,1966,graduado,solteiro,"12510,9",0,0,17,29,10,3,3,0,0,1,0,0,3,3,0,0
7275,1971,mestrado,solteiro,"12524,81",1,1,268,34,79,1,31,4,4,3,2,1,4,6,0,0
8334,1971,mestrado,solteiro,"12524,81",1,1,268,34,79,1,31,4,4,3,2,1,4,6,0,0
10967,1963,graduado,divorciado,"12548,12",1,1,508,38,33,6,40,3,7,3,2,0,4,7,0,0
5967,1952,graduado,vive_junto,"12557,14",1,1,346,60,26,2,19,10,5,3,2,1,3,8,0,0
8414,1962,doutorado,solteiro,"12563,53",0,1,316,76,56,0,12,0,0,2,2,0,4,7,0,0
2740,1958,doutorado,viuvo,"12570,68",1,1,280,81,62,1,16,3,2,4,2,1,4,5,0,0
5907,1952,mestrado,casado,"12572,93",1,1,603,24,8,0,8,0,0,1,1,0,2,8,0,0
6177,1985,doutorado,casado,"12576,69",1,0,417,32,76,10,56,3,1,2,4,0,4,8,0,0
5610,1965,graduado,vive_junto,"12577,44",1,1,69,58,7,3,10,8,1,2,1,0,3,7,0,0
6634,1979,mestrado,divorciado,"12579,7",1,0,326,78,22,3,18,0,0,1,2,0,3,7,0,0
7011,1973,graduado,casado,"12583,08",1,0,625,47,43,2,27,0,9,3,3,0,4,7,0,0
1448,1963,mestrado,casado,"12617,29",1,2,4,33,21,12,12,0,3,3,2,0,4,4,0,0
4550,1966,mestrado,vive_junto,"12618,05",0,1,5,51,61,0,3,0,0,1,1,1,3,5,0,0
3885,1983,doutorado,casado,"12619,92",1,0,256,10,16,2,18,3,0,1,1,1,2,8,2,0
2098,1969,doutorado,casado,"12624,44",2,0,537,38,11,0,5,0,0,1,1,0,2,8,0,0
4754,1966,mestrado,casado,"12625,94",0,1,277,91,30,11,33,13,6,1,2,0,4,4,0,0
10104,1974,graduado,vive_junto,"12627,82",2,1,238,65,4,0,2,0,0,1,1,0,2,7,0,0
2371,1972,graduado,casado,"12639,85",1,1,442,22,39,1,22,3,4,3,2,0,4,7,0,0
8876,1963,doutorado,vive_junto,"12642,48",1,1,690,49,132,0,16,0,0,5,3,1,4,9,0,0
2281,1970,graduado,solteiro,"12668,05",1,0,287,34,4,3,7,0,3,1,1,0,2,7,1,0
9579,1959,doutorado,casado,"12692,48",2,1,357,61,53,1,34,2,0,3,2,2,2,8,0,0
2278,1985,pos,solteiro,"12711,28",1,0,603,86,4,17,19,30,24,2,2,1,3,6,0,0
1764,1975,graduado,solteiro,"12765,04",1,0,324,92,100,2,128,23,7,4,5,1,5,8,0,0
5267,1970,graduado,divorciado,"12776,69",1,0,472,43,16,2,18,2,1,1,1,0,3,7,0,0
663,1989,doutorado,solteiro,"12780,45",0,0,291,46,40,2,15,8,0,1,1,1,3,4,0,0
8299,1989,doutorado,solteiro,"12780,45",0,0,291,46,40,2,15,8,0,1,1,1,3,4,0,0
4186,1950,graduado,vive_junto,"12791,73",1,1,328,11,18,6,15,12,8,3,2,1,3,5,0,0
1419,1950,graduado,vive_junto,"12791,73",1,1,328,11,18,6,15,12,8,3,2,1,3,5,0,0
1663,1978,doutorado,vive_junto,"12798,12",1,0,247,97,20,2,14,3,0,1,2,0,2,9,0,0
1970,1968,mestrado,vive_junto,"12801,88",0,1,657,14,63,0,21,7,0,1,3,0,3,8,0,0
9905,1952,graduado,vive_junto,"12809,77",1,1,351,69,135,1,41,10,1,5,3,3,3,6,1,0
7901,1971,mestrado,casado,"12822,93",0,1,235,39,9,1,5,2,1,1,0,0,3,4,0,0
92,1988,graduado,sozinho,"12848,12",1,0,48,12,5,7,24,19,14,4,3,0,4,6,0,0
3312,1988,graduado,solteiro,"12848,12",1,0,48,12,5,7,24,19,14,4,3,0,4,6,0,0
1515,1975,mestrado,vive_junto,"12848,12",0,1,158,9,11,2,7,4,2,1,1,0,3,3,0,0
10352,1963,graduado,viuvo,"12862,03",1,1,660,2,50,4,28,6,3,3,3,1,2,9,1,0
10686,1965,doutorado,vive_junto,"12868,42",1,1,550,72,15,0,4,0,0,1,1,0,2,7,0,0
