preco,ano_construcao,ano_Venda,m2,andar,tipo_Aquecimento,tempo_ate_onibus,tempo_ate_metro,qtde_elevadores,qtde_escritorios_publicos_perto,qtde_hospitais_perto,qtde_lojas_departamento_perto,qtde_shoppings_perto,qtde_estacionamentos_perto,qtde_escolas_fundamental1_perto,qtde_escolas_fundamental2_perto,qtde_escolas_medio_perto,qtde_universidades_perto
971676,2008,2010,"77,016587",16,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
995574,2005,2010,"84,913342",23,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
849552,2005,2010,"69,026929",20,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
785838,1993,2010,"84,913342",10,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
549552,1993,2010,"59,829532",4,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
876102,2005,2010,"69,026929",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1460172,2007,2010,"126,905498",21,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1000884,2005,2010,"84,913342",5,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
849552,2005,2010,"69,026929",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1061946,2008,2010,"84,913342",9,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
690264,1992,2010,"84,913342",9,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
605304,1993,2010,"59,829532",11,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
982296,2005,2010,"84,913342",9,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1263714,2007,2010,"102,472009",14,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
493800,1992,2010,"59,829532",12,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
921234,2005,2010,"84,913342",3,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
618582,2005,2010,"53,140516",2,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
971676,2008,2010,"77,016587",4,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
501768,1993,2010,"59,829532",2,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1104420,2007,2010,"80,639804",3,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
892032,1986,2010,"121,981639",4,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1576986,1986,2010,"166,853788",8,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
759288,1986,2010,"84,913342",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1375218,2007,2010,"80,639804",15,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1115040,2006,2010,"83,891409",14,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1178760,2007,2010,"80,639804",8,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1433628,2007,2010,"80,639804",18,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
459288,1997,2010,"59,829532",4,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
451326,1997,2010,"59,829532",10,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
897342,2006,2010,"59,086308",9,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1146900,2006,2010,"84,54173",11,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1194690,2006,2010,"84,54173",19,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1099110,2006,2010,"84,54173",6,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1146900,2006,2010,"84,54173",9,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
2453094,2007,2010,"157,00607",3,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2208846,2007,2010,"123,932602",27,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2010,"137,775149",12,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2010,"137,775149",14,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2532738,2007,2010,"157,00607",5,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2010,"137,775149",13,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2092032,2007,2010,"137,775149",4,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2224776,2007,2010,"137,775149",16,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2532738,2007,2010,"157,00607",5,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
345132,1986,2010,"47,194724",3,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
584070,1986,2010,"73,672079",16,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
395574,1986,2010,"47,194724",7,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
1168140,2006,2010,"84,913342",25,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1428318,2006,2010,"131,179036",4,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1550442,2006,2010,"133,501611",5,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1061946,2008,2010,"84,913342",3,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
769908,1993,2010,"84,913342",5,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
785838,2005,2010,"69,026929",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
849552,2005,2010,"69,026929",11,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1205304,2005,2010,"109,997152",11,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1077876,2008,2010,"84,913342",5,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
796458,1993,2010,"84,913342",6,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
493800,1993,2010,"59,829532",6,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1417698,2007,2010,"129,506782",13,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1024776,2005,2010,"84,913342",23,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1433628,2007,2010,"129,506782",18,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1008846,2005,2010,"84,913342",20,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
504420,1992,2010,"59,829532",6,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
573450,1993,2010,"59,829532",13,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1380528,2007,2010,"129,506782",8,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
793800,1993,2010,"84,913342",24,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
230970,1992,2010,"32,980565",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
530970,1992,2010,"59,829532",14,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1667256,2007,2010,"126,905498",3,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
568140,1993,2010,"59,829532",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
675396,2005,2010,"53,140516",8,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
225660,1992,2010,"32,980565",2,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
371676,1992,2010,"53,512128",2,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1035396,2005,2010,"84,913342",22,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1024776,2005,2010,"84,913342",15,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1274334,2008,2010,"84,913342",10,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
370086,1992,2010,"53,512128",11,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
682296,2005,2010,"53,140516",3,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1327428,2007,2010,"126,905498",21,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1444242,2007,2010,"80,639804",19,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1454862,2007,2010,"80,639804",17,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1061946,1986,2010,"127,927431",6,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1401768,2007,2010,"80,639804",21,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1327428,2007,2010,"80,639804",10,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
626544,1978,2010,"80,918513",6,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
2076102,2007,2010,"128,856461",24,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
982296,2006,2010,"75,623042",15,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1193094,2006,2010,"84,54173",11,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
387606,1985,2010,"62,802428",10,individual,0~5min,5min~10min,2,5,1,2,1,1,2,1,1,0
2230086,2007,2010,"137,775149",6,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2161056,2007,2010,"157,00607",10,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2224776,2007,2010,"137,775149",13,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2431854,2007,2010,"137,775149",26,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2224776,2007,2010,"137,775149",15,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2010,"137,775149",18,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2293800,2007,2010,"137,775149",23,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
395574,1986,2010,"47,194724",7,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
1194690,2006,2010,"84,913342",24,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1138938,2006,2010,"84,913342",10,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1884954,2006,2010,"191,008568",15,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
499110,1992,2010,"59,829532",9,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
854862,2005,2010,"69,026929",15,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
557520,1993,2010,"59,829532",3,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
796458,1993,2010,"84,913342",16,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
383358,1992,2010,"53,512128",11,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
650442,1992,2010,"84,913342",3,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1051326,2005,2010,"84,913342",1,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
557520,1993,2010,"59,829532",19,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
382296,1992,2010,"53,512128",14,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1008846,2008,2010,"77,016587",4,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1460172,2007,2010,"126,905498",4,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
878760,2005,2010,"69,026929",17,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
374334,1992,2010,"53,512128",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1088490,2008,2010,"84,913342",18,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1008846,1993,2010,"163,602183",7,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
207078,1992,2010,"32,980565",2,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
246366,1992,2010,"32,980565",14,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
852210,2005,2010,"69,026929",12,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
584070,1993,2010,"59,829532",17,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
796458,1993,2010,"84,913342",5,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1473450,2007,2010,"129,506782",26,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1327428,2008,2010,"108,417801",15,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1003536,2005,2010,"84,913342",19,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1006194,2005,2010,"84,913342",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1061946,2008,2010,"77,016587",6,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
443040,2005,2010,"53,140516",19,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1369908,2007,2010,"102,472009",21,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
812388,1993,2010,"84,913342",6,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
716814,1978,2010,"83,891409",5,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
955752,2006,2010,"83,891409",4,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1369908,2007,2010,"80,639804",19,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1247784,2007,2010,"80,639804",4,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1311504,2007,2010,"80,639804",11,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1237164,2007,2010,"80,639804",12,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1141590,2007,2010,"80,639804",5,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1290264,2007,2010,"80,639804",18,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
674334,1978,2010,"83,891409",12,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
1380528,2007,2010,"80,639804",17,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1407078,2007,2010,"80,639804",22,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
451326,1997,2011,"59,829532",11,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
448668,1997,2011,"59,829532",12,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
456636,1997,2011,"59,829532",7,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
400884,1997,2011,"51,839874",8,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
769908,1997,2011,"84,913342",10,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
544242,1997,2011,"84,913342",1,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
461946,1980,2011,"84,54173",2,individual,0~5min,0-5min,20,7,1,0,1,0,4,3,5,5
1194690,2006,2011,"84,54173",13,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1210614,2006,2011,"84,54173",20,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1088490,2006,2011,"75,344333",19,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1157520,2006,2011,"84,54173",13,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
2612388,2007,2011,"157,00607",6,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2362830,2007,2011,"137,775149",25,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2692032,2007,2011,"157,00607",10,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2011,"134,151932",11,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2011,"137,775149",14,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2362830,2007,2011,"137,775149",21,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2368140,2007,2011,"134,151932",24,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2368140,2007,2011,"134,151932",21,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2437164,2007,2011,"134,151932",28,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2293800,2007,2011,"137,775149",22,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2516814,2007,2011,"151,338987",6,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2224776,2007,2011,"137,775149",12,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2161056,2007,2011,"137,775149",7,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2368140,2007,2011,"134,151932",22,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2362830,2007,2011,"137,775149",23,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2224776,2007,2011,"137,775149",11,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2161056,2007,2011,"137,775149",4,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2362830,2007,2011,"137,775149",20,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
359466,1986,2011,"47,194724",11,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
1672566,2006,2011,"131,179036",30,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1120350,2006,2011,"84,913342",13,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
690264,1992,2011,"134,523544",13,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1338048,2007,2011,"102,472009",18,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1115040,2008,2011,"84,913342",25,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
552210,1993,2011,"59,829532",19,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
228318,1992,2011,"32,980565",1,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1061946,2008,2011,"84,913342",6,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1295574,2007,2011,"102,472009",16,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
870792,2005,2011,"69,026929",17,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1030086,2005,2011,"84,913342",19,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1287606,2007,2011,"102,472009",5,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1003536,2005,2011,"84,913342",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1630086,2007,2011,"126,905498",11,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1030086,2005,2011,"84,913342",10,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
240528,1992,2011,"32,980565",4,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
862830,2005,2011,"69,026929",5,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
499110,1993,2011,"59,829532",2,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1194690,2005,2011,"109,997152",7,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1316814,2005,2011,"109,997152",10,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1030086,2005,2011,"84,913342",21,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
780528,1993,2011,"84,913342",13,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
854862,2005,2011,"69,026929",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1014156,2005,2011,"84,913342",18,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
982296,2008,2011,"77,016587",2,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
557520,1993,2011,"59,829532",4,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
679644,2005,2011,"53,140516",8,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1051326,2005,2011,"84,913342",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
546900,1993,2011,"59,829532",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
812388,1993,2011,"84,913342",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
260172,1992,2011,"32,980565",11,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
504420,1993,2011,"59,829532",1,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
520350,1992,2011,"59,829532",7,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
817698,1986,2011,"84,913342",12,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
926544,1986,2011,"105,073293",6,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1295574,2007,2011,"80,639804",17,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
955752,2006,2011,"83,891409",12,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1008846,1986,2011,"105,073293",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1234512,2007,2011,"80,639804",15,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
849552,1986,2011,"84,913342",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
929202,1986,2011,"105,073293",3,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
971676,1986,2011,"105,073293",8,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1168140,1986,2011,"127,927431",11,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2070792,2007,2011,"141,119657",11,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1035396,2009,2011,"84,54173",20,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
1072566,2009,2011,"84,913342",15,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
1168140,2006,2011,"84,54173",5,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
361056,1985,2011,"54,534061",7,individual,0~5min,5min~10min,2,5,1,2,1,1,2,1,1,0
2750442,2007,2011,"151,338987",26,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2208846,2007,2011,"123,932602",28,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2532738,2007,2011,"157,00607",5,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2596458,2007,2011,"151,338987",19,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2224776,2007,2011,"137,775149",10,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2011,"137,775149",15,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2362830,2007,2011,"137,775149",21,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2532738,2007,2011,"157,00607",4,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2011,"137,775149",14,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2596458,2007,2011,"151,338987",15,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2442474,2007,2011,"151,338987",4,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1061946,2006,2011,"75,994654",3,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1030086,2006,2011,"75,994654",22,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1221234,2006,2011,"84,913342",6,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1215924,2005,2011,"109,997152",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
823008,1992,2011,"134,523544",2,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1072566,2008,2011,"84,913342",20,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
581412,1993,2011,"59,829532",7,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
830970,1993,2011,"84,913342",16,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
838938,2005,2011,"69,026929",1,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1115040,1993,2011,"163,602183",3,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
844242,2005,2011,"69,026929",2,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
493800,1993,2011,"59,829532",8,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
812388,1993,2011,"84,913342",19,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1067256,2008,2011,"84,913342",4,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
392916,1992,2011,"53,512128",6,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1035396,2005,2011,"84,913342",11,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
238938,1992,2011,"32,980565",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1184070,2007,2011,"102,472009",3,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
584070,1993,2011,"59,829532",7,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
889380,2005,2011,"69,026929",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1115040,2005,2011,"109,997152",3,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
820350,2005,2011,"69,026929",1,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1014156,2005,2011,"84,913342",18,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1454862,2008,2011,"108,417801",10,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
653094,1992,2011,"84,913342",1,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1263714,2005,2011,"109,997152",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
690264,1993,2011,"84,913342",12,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
448668,1992,2011,"59,45792",9,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1051326,2005,2011,"84,913342",22,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
631854,1993,2011,"59,829532",20,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1088490,1993,2011,"163,602183",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1407078,2008,2011,"108,417801",8,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
530970,1992,2011,"59,829532",19,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
690264,1992,2011,"134,523544",5,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
998226,2005,2011,"84,913342",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1072566,2008,2011,"84,913342",7,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
966366,1986,2011,"105,073293",8,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1088490,2006,2011,"83,891409",12,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2123892,2007,2011,"128,856461",37,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1423008,2007,2011,"80,639804",12,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1428318,2007,2011,"80,639804",23,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
